job_title,industry,job_description,skills_required,experience_required,job_description_clean,skills_required_list
Professor,Education,"Professor role in Education requiring skills: Curriculum Design, Python, Teaching, Communication, Educational Technology, Research with 9+ years experience.","Curriculum Design, Python, Teaching, Communication, Educational Technology, Research",9,"professor role in education requiring skills curriculum design, python, teaching, communication, educational technology, research with 9 years experience","['Curriculum Design', 'Python', 'Teaching', 'Communication', 'Educational Technology', 'Research']"
Clinical Researcher,Healthcare,"Clinical Researcher role in Healthcare requiring skills: Healthcare Analytics, Biostatistics, Python, Medical Terminology, Research, Clinical Data Analysis, Patient Care with 5+ years experience.","Healthcare Analytics, Biostatistics, Python, Medical Terminology, Research, Clinical Data Analysis, Patient Care",5,"clinical researcher role in healthcare requiring skills healthcare analytics, biostatistics, python, medical terminology, research, clinical data analysis, patient care with 5 years experience","['Healthcare Analytics', 'Biostatistics', 'Python', 'Medical Terminology', 'Research', 'Clinical Data Analysis', 'Patient Care']"
Business Development Manager,Sales,"Business Development Manager role in Sales requiring skills: Excel, CRM, Lead Generation, Negotiation with 10+ years experience.","Excel, CRM, Lead Generation, Negotiation",10,"business development manager role in sales requiring skills excel, crm, lead generation, negotiation with 10 years experience","['Excel', 'CRM', 'Lead Generation', 'Negotiation']"
Supply Chain Analyst,Operations,"Supply Chain Analyst role in Operations requiring skills: Lean Six Sigma, Process Improvement, Logistics, Supply Chain, Project Management, Excel, Agile with 5+ years experience.","Lean Six Sigma, Process Improvement, Logistics, Supply Chain, Project Management, Excel, Agile",5,"supply chain analyst role in operations requiring skills lean six sigma, process improvement, logistics, supply chain, project management, excel, agile with 5 years experience","['Lean Six Sigma', 'Process Improvement', 'Logistics', 'Supply Chain', 'Project Management', 'Excel', 'Agile']"
Automation Engineer,Engineering,"Automation Engineer role in Engineering requiring skills: Robotics, AutoCAD, C++, Python, PLC Programming, MATLAB with 9+ years experience.","Robotics, AutoCAD, C++, Python, PLC Programming, MATLAB",9,"automation engineer role in engineering requiring skills robotics, autocad, c, python, plc programming, matlab with 9 years experience","['Robotics', 'AutoCAD', 'C++', 'Python', 'PLC Programming', 'MATLAB']"
Business Analyst,Data,"Business Analyst role in Data requiring skills: Tableau, Statistics, Python, Big Data, Deep Learning, Spark with 7+ years experience.","Tableau, Statistics, Python, Big Data, Deep Learning, Spark",7,"business analyst role in data requiring skills tableau, statistics, python, big data, deep learning, spark with 7 years experience","['Tableau', 'Statistics', 'Python', 'Big Data', 'Deep Learning', 'Spark']"
Software Engineer,Technology,"Software Engineer role in Technology requiring skills: Node.js, Agile, Docker, Cloud, CI/CD, Python, SQL with 6+ years experience.","Node.js, Agile, Docker, Cloud, CI/CD, Python, SQL",6,"software engineer role in technology requiring skills nodejs, agile, docker, cloud, cicd, python, sql with 6 years experience","['Node.js', 'Agile', 'Docker', 'Cloud', 'CI/CD', 'Python', 'SQL']"
Automation Engineer,Engineering,"Automation Engineer role in Engineering requiring skills: Project Management, AutoCAD, C++, MATLAB, SolidWorks with 10+ years experience.","Project Management, AutoCAD, C++, MATLAB, SolidWorks",10,"automation engineer role in engineering requiring skills project management, autocad, c, matlab, solidworks with 10 years experience","['Project Management', 'AutoCAD', 'C++', 'MATLAB', 'SolidWorks']"
Sales Manager,Sales,"Sales Manager role in Sales requiring skills: Excel, Sales Strategy, Presentation Skills, CRM, Business Development, Negotiation with 9+ years experience.","Excel, Sales Strategy, Presentation Skills, CRM, Business Development, Negotiation",9,"sales manager role in sales requiring skills excel, sales strategy, presentation skills, crm, business development, negotiation with 9 years experience","['Excel', 'Sales Strategy', 'Presentation Skills', 'CRM', 'Business Development', 'Negotiation']"
Biostatistician,Healthcare,"Biostatistician role in Healthcare requiring skills: Biostatistics, Patient Care, Clinical Data Analysis, Healthcare Analytics, Research with 10+ years experience.","Biostatistics, Patient Care, Clinical Data Analysis, Healthcare Analytics, Research",10,"biostatistician role in healthcare requiring skills biostatistics, patient care, clinical data analysis, healthcare analytics, research with 10 years experience","['Biostatistics', 'Patient Care', 'Clinical Data Analysis', 'Healthcare Analytics', 'Research']"
Frontend Developer,Technology,"Frontend Developer role in Technology requiring skills: Kubernetes, Linux, C++ with 10+ years experience.","Kubernetes, Linux, C++",10,"frontend developer role in technology requiring skills kubernetes, linux, c with 10 years experience","['Kubernetes', 'Linux', 'C++']"
Frontend Developer,Technology,"Frontend Developer role in Technology requiring skills: React, Java, Agile, Linux, Kubernetes, CI/CD with 7+ years experience.","React, Java, Agile, Linux, Kubernetes, CI/CD",7,"frontend developer role in technology requiring skills react, java, agile, linux, kubernetes, cicd with 7 years experience","['React', 'Java', 'Agile', 'Linux', 'Kubernetes', 'CI/CD']"
Biostatistician,Healthcare,"Biostatistician role in Healthcare requiring skills: Patient Care, Research, Medical Terminology, Python, Healthcare Analytics, Clinical Data Analysis with 7+ years experience.","Patient Care, Research, Medical Terminology, Python, Healthcare Analytics, Clinical Data Analysis",7,"biostatistician role in healthcare requiring skills patient care, research, medical terminology, python, healthcare analytics, clinical data analysis with 7 years experience","['Patient Care', 'Research', 'Medical Terminology', 'Python', 'Healthcare Analytics', 'Clinical Data Analysis']"
Supply Chain Analyst,Operations,"Supply Chain Analyst role in Operations requiring skills: Supply Chain, Project Management, Process Improvement, Logistics, Lean Six Sigma, Excel, Agile with 2+ years experience.","Supply Chain, Project Management, Process Improvement, Logistics, Lean Six Sigma, Excel, Agile",2,"supply chain analyst role in operations requiring skills supply chain, project management, process improvement, logistics, lean six sigma, excel, agile with 2 years experience","['Supply Chain', 'Project Management', 'Process Improvement', 'Logistics', 'Lean Six Sigma', 'Excel', 'Agile']"
Teacher,Education,"Teacher role in Education requiring skills: Teaching, Research, Python, Communication, Curriculum Design with 5+ years experience.","Teaching, Research, Python, Communication, Curriculum Design",5,"teacher role in education requiring skills teaching, research, python, communication, curriculum design with 5 years experience","['Teaching', 'Research', 'Python', 'Communication', 'Curriculum Design']"
Industrial Engineer,Engineering,"Industrial Engineer role in Engineering requiring skills: Python, Robotics, Project Management, MATLAB, AutoCAD, C++ with 10+ years experience.","Python, Robotics, Project Management, MATLAB, AutoCAD, C++",10,"industrial engineer role in engineering requiring skills python, robotics, project management, matlab, autocad, c with 10 years experience","['Python', 'Robotics', 'Project Management', 'MATLAB', 'AutoCAD', 'C++']"
Financial Analyst,Finance,"Financial Analyst role in Finance requiring skills: Taxation, Accounting, Forecasting, Risk Management, SQL, Investment Modeling with 5+ years experience.","Taxation, Accounting, Forecasting, Risk Management, SQL, Investment Modeling",5,"financial analyst role in finance requiring skills taxation, accounting, forecasting, risk management, sql, investment modeling with 5 years experience","['Taxation', 'Accounting', 'Forecasting', 'Risk Management', 'SQL', 'Investment Modeling']"
Data Engineer,Data,"Data Engineer role in Data requiring skills: SQL, TensorFlow, Machine Learning, Pandas, Excel, Statistics with 9+ years experience.","SQL, TensorFlow, Machine Learning, Pandas, Excel, Statistics",9,"data engineer role in data requiring skills sql, tensorflow, machine learning, pandas, excel, statistics with 9 years experience","['SQL', 'TensorFlow', 'Machine Learning', 'Pandas', 'Excel', 'Statistics']"
Backend Developer,Technology,"Backend Developer role in Technology requiring skills: C++, Cloud, Git, Node.js, Kubernetes with 3+ years experience.","C++, Cloud, Git, Node.js, Kubernetes",3,"backend developer role in technology requiring skills c, cloud, git, nodejs, kubernetes with 3 years experience","['C++', 'Cloud', 'Git', 'Node.js', 'Kubernetes']"
Accountant,Finance,"Accountant role in Finance requiring skills: Excel, Financial Analysis, Investment Modeling, SQL, Taxation, Budgeting, Forecasting with 3+ years experience.","Excel, Financial Analysis, Investment Modeling, SQL, Taxation, Budgeting, Forecasting",3,"accountant role in finance requiring skills excel, financial analysis, investment modeling, sql, taxation, budgeting, forecasting with 3 years experience","['Excel', 'Financial Analysis', 'Investment Modeling', 'SQL', 'Taxation', 'Budgeting', 'Forecasting']"
Auditor,Finance,"Auditor role in Finance requiring skills: Budgeting, Financial Analysis, Accounting with 4+ years experience.","Budgeting, Financial Analysis, Accounting",4,"auditor role in finance requiring skills budgeting, financial analysis, accounting with 4 years experience","['Budgeting', 'Financial Analysis', 'Accounting']"
Operations Manager,Operations,"Operations Manager role in Operations requiring skills: Agile, Supply Chain, Logistics with 8+ years experience.","Agile, Supply Chain, Logistics",8,"operations manager role in operations requiring skills agile, supply chain, logistics with 8 years experience","['Agile', 'Supply Chain', 'Logistics']"
Sales Manager,Sales,"Sales Manager role in Sales requiring skills: Business Development, Negotiation, CRM, Sales Strategy, Excel, Presentation Skills, Lead Generation with 8+ years experience.","Business Development, Negotiation, CRM, Sales Strategy, Excel, Presentation Skills, Lead Generation",8,"sales manager role in sales requiring skills business development, negotiation, crm, sales strategy, excel, presentation skills, lead generation with 8 years experience","['Business Development', 'Negotiation', 'CRM', 'Sales Strategy', 'Excel', 'Presentation Skills', 'Lead Generation']"
